Sample,Exp1,Exp2,Potency,Meas1,Meas2,MeasMean,MeasDiff,GeoMean,Ratio,toExclude,asControl,Outlier,Label,Class
5216826,0.20329658489069036,0.2869584262276857,TRUE,-0.6918699168641049,-0.5421810181361952,-0.6170254675001501,-0.1496888987279097,0.2415319193350966,0.7084530939314035,NA,NA,FALSE,NA,NA
1891079,3.099206758164263,5.148649732555331,TRUE,0.49125055040338067,0.7116933473734186,0.6014719488883996,-0.22044279697003794,3.9945875940522453,0.6019455428415972,NA,NA,FALSE,NA,NA
5803588,19.804706886210795,17.49331803287385,TRUE,1.2967684191390376,1.242872191794205,1.2698203054666213,0.05389622734483268,18.613168352226662,1.1321298137376414,NA,NA,FALSE,NA,NA
1184375,602.3330132258287,569.6953284713677,TRUE,2.779836667037241,2.755642658235993,2.7677396626366173,0.02419400880124778,585.7869099073805,1.0572897180709486,NA,NA,FALSE,NA,NA
9460320,0.007094307935715991,0.005373655497011569,TRUE,-2.149089964457289,-2.2697301794627083,-2.209410071959999,0.1206402150054191,0.006174331286564804,1.320201479172106,NA,NA,FALSE,NA,NA
9495972,0.003235859957587912,0.002963660978533118,TRUE,-2.4900102821657195,-2.528171478011641,-2.50909088008868,0.03816119584592137,0.0030967712037380363,1.0918455184403446,NA,NA,FALSE,NA,NA
8467211,0.02978547604986244,0.03535860900062978,TRUE,-1.5259954543472016,-1.4515048283657888,-1.4887501413564952,-0.07449062598141287,0.032452627036107705,0.842382573628163,NA,NA,FALSE,NA,NA
3766875,0.21293153244893112,0.5303715137937344,TRUE,-0.6717600203158305,-0.27541980989442016,-0.4735899151051253,-0.3963402104214103,0.33605478600870914,0.4014761858642013,NA,NA,FALSE,NA,NA
2919716,0.007234085026633287,0.011649603178923634,TRUE,-2.140616391015284,-1.9336888677829323,-2.037152629399108,-0.20692752323235153,0.009180099123804224,0.6209726559374257,NA,NA,FALSE,NA,NA
2210734,136.38073373551046,277.3575289210904,TRUE,2.1347530226420224,2.4430399593783827,2.2888964910102025,-0.3082869367363603,194.48964831405905,0.4917145543732886,NA,NA,FALSE,NA,NA
8573522,0.08958434936821363,0.10041245577370411,TRUE,-1.0477678561494188,-0.9982124113119,-1.0229901337306595,-0.049555444837518836,0.09484400096448803,0.8921637129372337,NA,NA,FALSE,NA,NA
3196496,0.043129050438207084,0.03424104085614143,TRUE,-1.3652301035045606,-1.4654530421488534,-1.4153415728267071,0.10022293864429277,0.03842894193366807,1.2595718284209667,NA,NA,FALSE,NA,NA
4053562,1.2570701320981295,0.9522449608300771,TRUE,0.09935950770471573,-0.021251316896978314,0.039054095403868706,0.12061082460169405,1.0940926371658128,1.3201121390050041,NA,NA,FALSE,NA,NA
8051241,1.3676143360607091,1.681867274176089,TRUE,0.13596364465411653,0.22579172013769275,0.18087768239590463,-0.08982807548357621,1.5166231554063014,0.8131523557533245,NA,NA,FALSE,NA,NA
4237943,1.255462005705065,1.5002696500036583,TRUE,0.09880357410803024,0.17616932371160252,0.13748644890981637,-0.07736574960357227,1.3724181374100346,0.8368242373642656,NA,NA,FALSE,NA,NA
5294055,0.0019807647431155113,0.0023934032306207995,TRUE,-2.7031671028733517,-2.6209841270945007,-2.662075614983926,-0.08218297577885103,0.0021773306444526157,0.8275934108277032,NA,NA,FALSE,NA,NA
4372266,1536.4368467077907,784.673655103789,TRUE,3.186514713834186,2.8946890717055496,3.0406018927698675,0.29182564212863626,1097.9988690077694,1.958058406465253,NA,NA,FALSE,NA,NA
7210673,0.9948041829906604,0.7522132740328905,TRUE,-0.0022623972602215324,-0.12365900700990838,-0.06296070213506495,0.12139660974968684,0.8650461903904435,1.322502829094136,NA,NA,FALSE,NA,NA
7205409,0.18509286765808095,0.18581174046419036,TRUE,-0.7326103159657222,-0.730926848696921,-0.7317685823313216,-0.0016834672688011976,0.1854519557380188,0.9961311766182614,NA,NA,FALSE,NA,NA
5525398,133.1281161167674,241.689508444177,TRUE,2.124269786390163,2.3832577984271186,2.253763792408641,-0.25898801203695543,179.3757758014188,0.5508229007280885,NA,NA,FALSE,NA,NA
7353693,7.817541163126811e-4,0.0016387646060373223,TRUE,-3.1069298233089797,-2.7854834244898727,-2.9462066238994264,-0.32144639881910697,0.0011318617302644367,0.4770386872114792,NA,NA,FALSE,NA,NA
1824234,21.153584037359202,33.44233599218113,TRUE,1.3253839601640105,1.5242966058806395,1.424840283022325,-0.19891264571662903,26.597467263185152,0.6325390679139443,NA,NA,FALSE,NA,NA
4773106,221.58595599830744,366.2751895232497,TRUE,2.3455422315721055,2.563807501743786,2.4546748666579457,-0.2182652701716803,284.88846594583384,0.6049712411226313,NA,NA,FALSE,NA,NA
7544158,0.6078090967924688,0.7837414033566205,TRUE,-0.21623280432648065,-0.10582720979154074,-0.1610300070590107,-0.11040559453493991,0.6901921141921642,0.7755225054964993,NA,NA,FALSE,NA,NA
