X,Sample,Exp1,Exp2,Potency,Meas1,Meas2,MeasMean,MeasDiff,GeoMean,Ratio,toExclude,asControl,Outlier,Label,Class
1,8759333,-12.3561988674935,-15.0080003760886,FALSE,-12.3561988674935,-15.0080003760886,-13.68209962179105,2.6518015085950992,2.0792196850771095e-14,448.5403406985786,NA,NA,FALSE,NA,NA
2,7784882,14.453886857517,12.0073598606112,FALSE,14.453886857517,12.0073598606112,13.2306233590641,2.446526996905801,17006829550934.451,279.59345249421165,NA,NA,FALSE,NA,NA
3,8142062,-1.31245283590841,4.35846750806103,FALSE,-1.31245283590841,4.35846750806103,1.52300733607631,-5.67092034396944,33.343204502974764,2.133436181009314e-6,NA,NA,FALSE,NA,NA
4,5400115,16.5828485068449,21.6996182842003,FALSE,16.5828485068449,21.6996182842003,19.1412333955226,-5.116769777355401,13843101254325484e3,7.642408057918509e-6,NA,NA,FALSE,NA,NA
5,5247444,8.52054916394682,6.97427973061543,FALSE,8.52054916394682,6.97427973061543,7.747414447281125,1.54626943333139,55900339.72941936,35.17786138949287,NA,NA,FALSE,NA,NA
6,9084783,7.2318574666715,9.56247917698794,FALSE,7.2318574666715,9.56247917698794,8.39716832182972,-2.33062171031644,249556175.7718819,0.004670660383372881,NA,NA,FALSE,NA,NA
7,6892322,18.4520609766756,12.3303387933468,FALSE,18.4520609766756,12.3303387933468,15.3911998850112,6.121722183328801,2461500254498577,1323494.629425996,NA,NA,FALSE,NA,NA
8,9313232,-1.54372969394325,-7.89466328099328,FALSE,-1.54372969394325,-7.89466328099328,-4.719196487468265,6.350933587050029,1.908989380782412e-5,2243538.8122988767,NA,NA,FALSE,NA,NA
9,9316633,-3.82124971356531,-1.46442306627925,FALSE,-3.82124971356531,-1.46442306627925,-2.6428363899222798,-2.35682664728606,0.0022759546808776053,0.0043971709761465435,NA,NA,FALSE,NA,NA
10,2880580,4.98249185504415,2.8661041929349,FALSE,4.98249185504415,2.8661041929349,3.924298023989525,2.1163876621092497,8400.362431470683,130.73373294327422,NA,NA,FALSE,NA,NA
11,5406540,-3.9070821404262,-1.36283252578252,FALSE,-3.9070821404262,-1.36283252578252,-2.63495733310436,-2.5442496146436797,0.002317622331638319,0.0028559485895222328,NA,NA,FALSE,NA,NA
12,5761343,-12.9855936394444,-14.1314858566235,FALSE,-12.9855936394444,-14.1314858566235,-13.558539748033951,1.1458922171791013,2.763504982692376e-14,13.992400173259197,NA,NA,FALSE,NA,NA
13,1847850,-20.9845215859236,-16.8102879962369,FALSE,-20.9845215859236,-16.8102879962369,-18.89740479108025,-4.174233589686697,1.266470881234786e-19,6.695244020723772e-5,NA,NA,FALSE,NA,NA
14,7626942,-14.6993692932568,-16.9504281012128,FALSE,-14.6993692932568,-16.9504281012128,-15.8248986972348,2.251058807956001,1.496584706093562e-16,178.26201362739556,NA,NA,FALSE,NA,NA
15,2695496,9.4611722344396,11.8580091876617,FALSE,9.4611722344396,11.8580091876617,10.659590711050651,-2.3968369532221008,45665762227.9546,0.004010172429044202,NA,NA,FALSE,NA,NA
16,3352986,-17.2545084302918,-16.4690228405761,FALSE,-17.2545084302918,-16.4690228405761,-16.861765635433947,-0.7854855897157016,1.3747836691169204e-17,0.1638756435805475,NA,NA,FALSE,NA,NA
17,4073122,-1.73500095424039,-3.82962098956062,FALSE,-1.73500095424039,-3.82962098956062,-2.782310971900505,2.0946200353202302,0.0016507793521108724,124.34262608527762,NA,NA,FALSE,NA,NA
18,8671748,7.56212164871134,9.58974768356205,FALSE,7.56212164871134,9.58974768356205,8.575934666136696,-2.0276260348507105,376647133.1399052,0.009383696766730211,NA,NA,FALSE,NA,NA
19,3777700,10.3344984096031,10.4302798039475,FALSE,10.3344984096031,10.4302798039475,10.3823891067753,-0.09578139434439947,24120655545.142685,0.8020816961309695,NA,NA,FALSE,NA,NA
20,3567761,-14.4495244308018,-15.2315629542969,FALSE,-14.4495244308018,-15.2315629542969,-14.84054369254935,0.7820385234950997,1.4436313592783178e-15,6.053945730657781,NA,NA,FALSE,NA,NA
21,9036951,1.6062215325618,-1.40548878877046,FALSE,1.6062215325618,-1.40548878877046,0.10036637189566999,3.01171032133226,1.2599878924680363,1027.3308298319107,NA,NA,FALSE,NA,NA
22,3209981,-11.1249578707211,-7.92170406686839,FALSE,-11.1249578707211,-7.92170406686839,-9.523330968794745,-3.2032538038527107,2.9968777764725133e-10,6.262477753995449e-4,NA,NA,FALSE,NA,NA
23,2631138,-13.69836952323,-11.195397944289,FALSE,-13.69836952323,-11.195397944289,-12.446883733759499,-2.5029715789409988,3.573684975079301e-13,0.0031407142214784,NA,NA,FALSE,NA,NA
24,3836811,1.78856904090408,3.92828576217129,FALSE,1.78856904090408,3.92828576217129,2.8584274015376847,-2.13971672126721,721.8174908534147,0.007249086445155205,NA,NA,FALSE,NA,NA
25,7928033,-4.74026849635461,-1.89323326171031,FALSE,-4.74026849635461,-1.89323326171031,-3.31675087903246,-2.8470352346443004,4.822243328995252e-4,0.0014222133971786889,NA,NA,FALSE,NA,NA
26,9669295,13.9966724993746,15.9312444845379,FALSE,13.9966724993746,15.9312444845379,14.963958491956252,-1.9345719851633003,920361603250334.75,0.01162593832821042,NA,NA,FALSE,NA,NA
27,1707657,18.2214301365582,22.5018936727373,FALSE,18.2214301365582,22.5018936727373,20.36166190464775,-4.280463536179099,2299650857547252e5,5.242476155411759e-5,NA,NA,FALSE,NA,NA
28,2100595,-5.19225408303809,-4.48476461075845,FALSE,-5.19225408303809,-4.48476461075845,-4.83850934689827,-0.7074894722796401,1.4504095582130534e-5,0.1961148715050861,NA,NA,FALSE,NA,NA
29,2959974,16.2805405264355,11.6236096215708,FALSE,16.2805405264355,11.6236096215708,13.952075074003151,4.656930904864701,89551955551404.2,45386.94014510668,NA,NA,FALSE,NA,NA
30,3281811,9.45178223705216,17.4463702017047,FALSE,9.45178223705216,17.4463702017047,13.44907621937843,-7.994587964652538,28123943668135.168,1.0125396420902323e-8,NA,NA,FALSE,NA,NA
31,6178265,6.3172833780945,8.73134348589533,FALSE,6.3172833780945,8.73134348589533,7.524313431994916,-2.4140601078008297,33443631.69242887,0.0038542500987074828,NA,NA,FALSE,NA,NA
32,7668370,13.2330377059593,14.502966244504,FALSE,13.2330377059593,14.502966244504,13.86800197523165,-1.2699285385447006,73790758622770.47,0.05371201701186693,NA,NA,FALSE,NA,NA
33,1326307,4.59995342716995,-2.4035113560186,FALSE,4.59995342716995,-2.4035113560186,1.0982210355756752,7.00346478318855,12.537791275097222,10080098.668272944,NA,NA,FALSE,NA,NA
34,6050390,-9.85436397508091,-13.7418538979151,FALSE,-9.85436397508091,-13.7418538979151,-11.798108936498004,3.88748992283419,1.5918093945747232e-12,7717.736075038239,NA,NA,FALSE,NA,NA
35,2720213,8.2080585946377,12.9485808651781,FALSE,8.2080585946377,12.9485808651781,10.5783197299079,-4.740522270540399,37872129874.39547,1.817513851932893e-5,NA,NA,FALSE,NA,NA
36,8120625,-10.714612501568,-0.237101938126355,FALSE,-10.714612501568,-0.237101938126355,-5.475857219847177,-10.477510563441646,3.3430492920371857e-6,3.330346617337985e-11,NA,NA,FALSE,NA,NA
37,1915863,-7.85518020928161,-1.67799809926448,FALSE,-7.85518020928161,-1.67799809926448,-4.766589154273045,-6.17718211001713,1.711633767382929e-5,6.649942498068407e-7,NA,NA,FALSE,NA,NA
38,2123756,13.6617765776075,7.00770421809156,FALSE,13.6617765776075,7.00770421809156,10.33474039784953,6.654072359515939,21614261319.6876,4508918.231477855,NA,NA,FALSE,NA,NA
39,6158054,2.47959128199599,8.46662486452607,FALSE,2.47959128199599,8.46662486452607,5.47310807326103,-5.9870335825300796,297240.5616547734,1.030306447232552e-6,NA,NA,FALSE,NA,NA
40,4121206,5.56830287750844,-3.32518978955389,FALSE,5.56830287750844,-3.32518978955389,1.121556543977275,8.89349266706233,13.22989946541525,782514992.4140288,NA,NA,FALSE,NA,NA
41,5929562,-5.89674406874379,-10.6263934697134,FALSE,-5.89674406874379,-10.6263934697134,-8.261568769228596,4.729649400969611,5.475593897098191e-9,53659.84340860919,NA,NA,FALSE,NA,NA
42,3072800,15.8002841219213,15.9160718217149,FALSE,15.8002841219213,15.9160718217149,15.8581779718181,-0.11578769979360004,7214030461632875,0.7659709521032495,NA,NA,FALSE,NA,NA
43,1514464,-7.43301906068516,-2.28271622652532,FALSE,-7.43301906068516,-2.28271622652532,-4.85786764360524,-5.15030283415984,1.3871785235671321e-5,7.074523048539041e-6,NA,NA,FALSE,NA,NA
44,4631199,10.9601528712431,14.0068548966114,FALSE,10.9601528712431,14.0068548966114,12.48350388392725,-3.046702025368301,3044415216328.286,8.980447423969201e-4,NA,NA,FALSE,NA,NA
45,2365584,8.89412403315779,4.40846863607634,FALSE,8.89412403315779,4.40846863607634,6.651296334617065,4.485655397081451,4480188.99181868,30595.347981290928,NA,NA,FALSE,NA,NA
46,2655502,-1.98575237688797,-5.75886302546232,FALSE,-1.98575237688797,-5.75886302546232,-3.872307701175145,3.77311064857435,1.3418139381776907e-4,5930.764080103061,NA,NA,FALSE,NA,NA
47,5818106,-11.6740568055646,-11.3669512384578,FALSE,-11.6740568055646,-11.3669512384578,-11.520504022011199,-0.3071055671068006,3.0164489376297813e-12,0.4930539391934476,NA,NA,FALSE,NA,NA
48,2535939,11.5374834250513,9.08695827619316,FALSE,11.5374834250513,9.08695827619316,10.31222085062223,2.4505251488581408,20522055161.541626,282.17929810147564,NA,NA,FALSE,NA,NA
49,7534533,-7.23576431221558,-4.10728377363758,FALSE,-7.23576431221558,-4.10728377363758,-5.671524042926579,-3.1284805385780006,2.130472619429639e-6,7.439083978714862e-4,NA,NA,FALSE,NA,NA
50,5445187,10.5903809617718,14.652574907248,FALSE,10.5903809617718,14.652574907248,12.621477934509901,-4.062193945476201,4182904357497.687,8.665747978605008e-5,NA,NA,FALSE,NA,NA
51,5520524,8.8003169368348,13.8476338186106,FALSE,8.8003169368348,13.8476338186106,11.3239753777227,-5.047316881775799,210850860488.3919,8.967742268766756e-6,NA,NA,FALSE,NA,NA
52,9467043,22.416088557579,16.8729490485051,FALSE,22.416088557579,16.8729490485051,19.644518803042047,5.5431395090738995,44108145959638475e3,349252.488366459,NA,NA,FALSE,NA,NA
53,3327541,-8.72543635732491,3.12704358356828,FALSE,-8.72543635732491,3.12704358356828,-2.7991963868783145,-11.85247994089319,0.0015878285741224541,1.4044945525938031e-12,NA,NA,TRUE,3327541,Outlier
54,8554570,-0.781161738945905,-10.5079909423874,FALSE,-0.781161738945905,-10.5079909423874,-5.644576340666652,9.726829203441495,2.2668545724275545e-6,5331251901.866578,NA,NA,FALSE,NA,NA
55,6531092,10.1994895910321,4.69053053701481,FALSE,10.1994895910321,4.69053053701481,7.445010064023455,5.508959054017289,27861857.3291701,322818.9748439503,NA,NA,FALSE,NA,NA
