Sample,Exp1,Exp2,Potency,Meas1,Meas2,MeasMean,MeasDiff,GeoMean,Ratio,toExclude,asControl,Outlier,Label,Class
7032194,115.04463220542269,118.4906629280489,FALSE,115.04463220542269,118.4906629280489,116.7676475667358,-3.446030722626219,58566270189720705e100,3.5807110573344273e-4,NA,NA,FALSE,NA,NA
2451491,-7.202140732050784,1.5210876338475856,FALSE,-7.202140732050784,1.5210876338475856,-2.8405265491015994,-8.72322836589837,0.001443688346664266,1.891348825549196e-9,NA,NA,FALSE,NA,NA
1771761,35.25953725787231,44.73014696359633,FALSE,35.25953725787231,44.73014696359633,39.994842110734325,-9.470609705724023,9881937680707756e24,3.383687868251813e-10,NA,NA,FALSE,NA,NA
2769859,20.962247019275974,23.343281509210925,FALSE,20.962247019275974,23.343281509210925,22.15276426424345,-2.381034489934951,1421556954221127e7,0.004158775818443074,NA,NA,FALSE,NA,NA
3779070,106.16299434007654,108.9510222595669,FALSE,106.16299434007654,108.9510222595669,107.55700829982172,-2.7880279194903608,36058553412243747e91,0.001629191293448631,NA,NA,FALSE,NA,NA
7853477,-7.261590043282795,-19.891420586948954,FALSE,-7.261590043282795,-19.891420586948954,-13.576505315115874,12.62983054366616,2.6515186421822893e-14,4264131052192.7817,NA,NA,FALSE,NA,NA
6283658,66.18281013877298,68.65616443826082,FALSE,66.18281013877298,68.65616443826082,67.4194872885169,-2.4733542994878377,26271646301487192e51,0.003362371535992076,NA,NA,FALSE,NA,NA
3781624,56.92560185329824,40.635451206087744,FALSE,56.92560185329824,40.635451206087744,48.78052652969299,16.290150647210496,6032905599364025e33,19505210753149020,NA,NA,FALSE,NA,NA
5061488,36.37799803166727,31.276678067820978,FALSE,36.37799803166727,31.276678067820978,33.82733804974412,5.10131996384629,6719516887486074e18,126275.75209729368,NA,NA,FALSE,NA,NA
3881683,3.786157772798111,13.52942873299609,FALSE,3.786157772798111,13.52942873299609,8.6577932528971,-9.743270960197979,454771513.3592838,1.8060469656262475e-10,NA,NA,FALSE,NA,NA
7214819,80.82306563436393,87.39771661318983,FALSE,80.82306563436393,87.39771661318983,84.11039112377688,-6.5746509788259,12894102663895255e68,2.662864213479094e-7,NA,NA,FALSE,NA,NA
8323657,92.14571830997436,79.40530254298518,FALSE,92.14571830997436,79.40530254298518,85.77551042647977,12.740415766989173,59636263705110726e69,5500672226044.653,NA,NA,FALSE,NA,NA
5757866,-7.098256049617893,-23.700581041105814,FALSE,-7.098256049617893,-23.700581041105814,-15.399418545361854,16.60232499148792,3.9864053281995563e-16,40024414864757970,NA,NA,FALSE,NA,NA
4068344,58.53984670019941,45.89751749044541,FALSE,58.53984670019941,45.89751749044541,52.21868209532241,12.642329209754003,16545583790937993e36,4388632447473.5815,NA,NA,FALSE,NA,NA
7137615,34.738026932158675,36.40379955260406,FALSE,34.738026932158675,36.40379955260406,35.570913242381366,-1.665772620445388,37231732218527875e19,0.021588744152708714,NA,NA,FALSE,NA,NA
7301568,26.91740878197902,26.15070621597525,FALSE,26.91740878197902,26.15070621597525,26.534057498977134,0.7667025660037687,34202472231971e13,5.843897177782283,NA,NA,FALSE,NA,NA
8628573,104.2970170608872,119.24224422947492,FALSE,104.2970170608872,119.24224422947492,111.76963064518105,-14.94522716858772,5883430738571523e96,1.1344172751323712e-15,NA,NA,FALSE,NA,NA
5042849,34.98860578035451,37.411105440403716,FALSE,34.98860578035451,37.411105440403716,36.19985561037912,-2.422499660049205,15843663515744628e20,0.003780074331929232,NA,NA,FALSE,NA,NA
1276500,21.047959748873602,41.67292701312364,FALSE,21.047959748873602,41.67292701312364,31.36044338099862,-20.62496726425004,2293207645320727e16,2.3715524590783008e-21,NA,NA,FALSE,NA,NA
9568499,-11.719694209939647,-4.688474825880165,FALSE,-11.719694209939647,-4.688474825880165,-8.204084517909905,-7.031219384059481,6.250510399561431e-9,9.306376446702232e-8,NA,NA,FALSE,NA,NA
3036299,86.84517305549011,84.00055864032731,FALSE,86.84517305549011,84.00055864032731,85.42286584790871,2.844614415162795,26476821522470684e69,699.2209227043248,NA,NA,FALSE,NA,NA
1664524,7.757937453182851,8.890056001394957,FALSE,7.757937453182851,8.890056001394957,8.323996727288904,-1.1321185482121052,210861226.0012902,0.07377028338583577,NA,NA,FALSE,NA,NA
7343820,40.718141753102984,39.68652230119872,FALSE,40.718141753102984,39.68652230119872,40.20233202715085,1.0316194519042625,15934264691252663e24,10.755223801808718,NA,NA,FALSE,NA,NA
9071024,85.84517230752292,95.9827851722557,FALSE,85.84517230752292,95.9827851722557,90.9139787398893,-10.137612864732787,8203113864680753e75,7.284288453500878e-11,NA,NA,FALSE,NA,NA
6776142,23.63222312505645,44.90390002818394,FALSE,23.63222312505645,44.90390002818394,34.2680615766202,-21.271676903127492,18537944457835539e18,5.349622008215484e-22,NA,NA,TRUE,6776142,Outlier
8324051,116.45267711839136,101.18493107195462,FALSE,116.45267711839136,101.18493107195462,108.818804095173,15.267746046436741,6588766171714903e93,1852448088203648,NA,NA,FALSE,NA,NA
1263733,109.87470814127836,78.88010035739065,FALSE,109.87470814127836,78.88010035739065,94.3774042493345,30.994607783887716,2384538008741942e79,9876607245246694e15,NA,NA,TRUE,1263733,Outlier
1830991,83.61116809011816,97.91868064849798,FALSE,83.61116809011816,97.91868064849798,90.76492436930806,-14.307512558379827,58200185558964085e74,4.925920989868713e-15,NA,NA,FALSE,NA,NA
6349577,99.23508330645853,88.06315838829501,FALSE,99.23508330645853,88.06315838829501,93.64912084737676,11.171924918163526,4457802745700041e78,148567877249.4395,NA,NA,FALSE,NA,NA
9969718,8.323466263013529,17.891860567203903,FALSE,8.323466263013529,17.891860567203903,13.107663415108716,-9.568394304190374,12813371417822.787,2.701504503189712e-10,NA,NA,FALSE,NA,NA
8295367,-7.43794224288838,-8.174864586061027,FALSE,-7.43794224288838,-8.174864586061027,-7.806403414474703,0.7369223431726466,1.5616963149755374e-8,5.456602820595092,NA,NA,FALSE,NA,NA
